Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,126.699997,129.440002,124.230003,128.869995,104.412071,6188700
2006-01-04,127.349998,128.910004,126.379997,127.089996,102.969894,4861600
2006-01-05,126.000000,127.320000,125.610001,127.040001,102.929398,3717400
2006-01-06,127.290001,129.250000,127.290001,128.839996,104.387749,4319600
2006-01-09,128.500000,130.619995,128.000000,130.389999,105.643616,4723500
2006-01-10,130.050003,132.949997,130.020004,132.029999,106.972359,5536800
2006-01-11,131.449997,133.800003,131.419998,131.970001,106.923737,4671400
2006-01-12,131.399994,133.210007,131.380005,132.250000,107.150620,3725500
2006-01-13,132.020004,133.660004,131.899994,133.259995,107.968903,2894900
2006-01-17,131.000000,133.130005,130.589996,132.589996,107.426048,3621600
2006-01-18,131.059998,132.679993,131.009995,132.369995,107.247841,4302700
2006-01-19,132.720001,134.820007,132.710007,133.820007,108.422630,5010700
2006-01-20,132.850006,134.059998,131.250000,131.440002,106.693619,5679900
2006-01-23,131.639999,134.179993,131.639999,132.869995,107.854446,3847900
2006-01-24,132.630005,134.089996,132.339996,133.000000,107.959938,3758000
2006-01-25,133.649994,134.039993,132.460007,133.559998,108.414558,3740500
2006-01-26,133.009995,138.360001,133.009995,137.399994,111.531525,4808200
2006-01-27,137.929993,139.750000,137.100006,138.940002,112.781631,3687900
2006-01-30,139.550003,140.639999,138.710007,139.869995,113.536537,3168600
2006-01-31,139.729996,141.860001,138.449997,141.250000,114.656738,4906200
2006-02-01,141.399994,142.949997,140.429993,141.710007,115.030113,3635900
2006-02-02,142.270004,143.770004,141.399994,142.520004,115.687637,3711000
2006-02-03,141.550003,143.119995,140.699997,142.740005,115.866203,4178900
2006-02-06,142.610001,144.100006,141.600006,142.820007,115.931152,3849300
2006-02-07,142.350006,143.309998,139.479996,139.479996,113.219948,5207700
2006-02-08,140.100006,141.929993,139.320007,141.139999,114.567421,4481400
2006-02-09,141.139999,142.850006,140.490005,140.850006,114.332062,3059500
2006-02-10,140.669998,141.850006,137.800003,140.809998,114.299576,4433100
2006-02-13,139.649994,141.800003,139.149994,139.649994,113.357956,2155200
2006-02-14,141.199997,142.320007,138.770004,141.779999,115.086914,3003100
2006-02-15,142.000000,145.500000,141.399994,145.139999,117.814346,4330700
2006-02-16,146.100006,146.350006,144.210007,145.899994,118.431267,2847300
2006-02-17,146.190002,146.220001,144.059998,145.539993,118.139069,2407200
2006-02-21,145.559998,145.750000,143.009995,143.449997,116.442490,2539800
2006-02-22,143.449997,145.529999,143.229996,145.529999,118.130943,2664200
2006-02-23,145.610001,145.610001,143.789993,143.960007,116.856483,2457400
2006-02-24,143.050003,145.399994,143.050003,144.160004,117.018837,2314700
2006-02-27,144.809998,145.250000,143.339996,143.820007,116.742851,2282200
2006-02-28,143.600006,144.160004,141.110001,141.289993,114.689209,3911700
2006-03-01,141.979996,143.740005,141.559998,143.149994,116.198959,2989900
2006-03-02,143.070007,144.860001,142.240005,144.000000,116.888962,2902300
2006-03-03,143.500000,147.479996,143.100006,146.000000,118.512405,4042700
2006-03-06,146.539993,147.080002,144.309998,145.020004,117.716957,2900600
2006-03-07,144.369995,144.460007,143.169998,144.279999,117.116249,2775400
2006-03-08,143.550003,144.669998,141.259995,142.490005,115.663269,3633100
2006-03-09,142.660004,143.399994,141.199997,141.699997,115.021980,2262100
2006-03-10,141.630005,142.449997,140.149994,141.529999,114.884026,3247000
2006-03-13,141.550003,142.949997,139.179993,140.720001,114.226479,4945700
2006-03-14,145.919998,149.500000,145.619995,149.419998,121.288551,11360100
2006-03-15,148.300003,149.639999,147.589996,149.000000,120.947594,7557100
2006-03-16,149.100006,149.690002,147.449997,147.690002,119.884285,6025800
2006-03-17,148.250000,151.539993,148.029999,150.360001,122.051590,6670000
2006-03-20,150.050003,152.660004,149.800003,152.179993,123.528900,4896800
2006-03-21,151.610001,152.000000,149.009995,149.399994,121.272285,4460600
2006-03-22,148.300003,152.360001,148.300003,151.820007,123.236694,3770800
2006-03-23,151.169998,151.960007,150.449997,151.669998,123.114944,3852700
2006-03-24,151.679993,152.570007,150.880005,152.169998,123.520821,2651700
2006-03-27,152.130005,155.360001,152.130005,155.000000,125.817955,4314600
2006-03-28,155.009995,157.820007,154.160004,154.160004,125.136162,6481600
2006-03-29,154.899994,157.570007,154.839996,156.899994,127.360306,4458100
2006-03-30,157.729996,159.630005,155.710007,156.809998,127.287178,4771000
2006-03-31,157.000000,158.380005,156.250000,156.960007,127.408989,3298400
2006-04-03,157.990005,159.880005,156.919998,158.119995,128.350662,3979800
2006-04-04,158.119995,161.360001,158.119995,161.000000,130.688370,5088800
2006-04-05,160.500000,161.919998,160.000000,160.750000,130.485428,4191500
2006-04-06,160.070007,162.070007,160.070007,162.039993,131.532562,4180900
2006-04-07,162.039993,163.160004,159.889999,161.020004,130.704605,4964100
2006-04-10,162.500000,164.050003,161.449997,162.460007,131.873535,4470700
2006-04-11,163.000000,163.300003,158.509995,159.149994,129.186661,4962800
2006-04-12,159.630005,160.300003,158.399994,159.520004,129.487000,3404000
2006-04-13,158.449997,159.690002,158.199997,159.429993,129.413940,2217100
2006-04-17,160.250000,163.210007,160.000000,161.940002,131.451401,3381700
